CS105,What class are you filling out this survey for? Select all that apply.,What is your current class standing?,Are you a transfer student?,"What is your major/minor? (If your major is not listed, please write it in ""Other.."")",What was the reason (or reasons) you chose CS (CSBA) or DS as your major or minor?,"Have you ever thought about changing your major? If so, what were the reasons? Choose all that apply.",What is your current cumulative GPA?,What is your age?,What is your height (in inches)?,What is your ethnicity?,What gender do you identify as?,Select ALL that you identify with:,How many languages can you speak (not programming languages),What is your preferred domain of interest in Computer Science?,What is your second most preferred domain of interest in Computer Science?,How much free time would you say you have a day on average?,How many hours of strenuous exercise do you do per week on average?,How many times do you go to the gym per week on average?,Rate your overall mental health.,Rate the change in your physical activity levels during the pandemic. ,Which health and safety practices have you adopted during the pandemic? ,How long does it take for you to fall asleep?,"After your last meal/snack of the day, how many hours do you stay awake before you sleep? ",How many hours of sleep do you need to feel rested? ,How many hours of sleep do you get on average during college?,How many meals do you typically eat per day? ,"On average, how much water do you drink per day?",How often do you eat breakfast?,"On average, how would you describe your energy levels throughout the day? ",How tired do you usually feel when waking up?,How often do you consume caffeinated beverages?,What types of caffeinated drink do you consume? Choose all that apply. ,"What is your daily caffeinated drink intake?
(For reference, a ""small"" Red Bull is 8.4oz and ""medium"" Starbucks Grande is 16oz)","Do you currently live in a house, apartment, or dorm?",How many people live in your household?,Who do you live with during the quarter?,Who do you live with during breaks?,How have your social interactions changed during the Covid-19 pandemic?,What forms of new social engagement did you have during the Covid-19 pandemic?,How many hours a week do you spend cooking/prepping meals for yourself?,How many times a week do you eat out?,How much do you spend on eating out per week on average?,"Of these options, which do you spend the most on financially?","On a scale of 1-5, 1 being bad and 5 being great, how well do you consider yourself at cooking?",What food allergies do you have? Choose all that apply: ,"Out of these options, what best motivates you to donate blood (or if it is not included in this list, explain in ""Other"")?","Out of these options, what hinders you the most from donating blood (or if it is not included in this list, explain in ""Other"")?",How do you get to school?,How far is your commute to UCR (in miles)?,How long does your daily commute to UCR usually take (in minutes)?,How many days per week do you commute to UCR?,How many AP classes did you take in high school? ,How many units are you registered for this quarter? ,How many times per week are you late to lectures? ,How often do you feel unprepared for a class due to not understanding the material? ,Do you study individually or in a group? ,How many hours a week do you spend studying?,What study techniques do you use? Choose all that apply.,How often do you feel stressed about completing an assignment?,"How much do you agree with this statement: ""My grades would be better if I could study more instead of having to work?""","On a scale of 1-5, how well do you learn in class?",What would you consider the average length of time you can stay focused in class? ,How often do you go on your phone or talk to your friends during class? ,"How often do you find it difficult to focus in class due to external distractions (e.g., noise, temperature, seating)?",Do you agree that attending office hours has or would have helped your grade? ,How many times have you attended office hours for your hardest class so far this quarter? ,Do you believe that you suffer from imposter syndrome?,How many times have you applied for a job/internship before you got a response back? ,Around what time of the year do you apply to jobs/internships the most?,Which AI tool do you primarily use?,How frequently do you use ChatGPT or other AI language models?,What types of tasks do you normally use ChatGPT or another AI language model to complete?,"On a scale of 1-10, how afraid are you about A.I could reduce your job opportunities? (1 being not afraid at all and 10 being extremely afraid)",What was your main hobby during high school? ,What hobbies/activities outside of general education did you enjoy before you entered college? Choose all that apply.,What hobbies/activities outside of general education do you enjoy now during college? Choose all that apply.,Approximately how many hours a week on average do you spend on these hobbies/this hobby now during college?,How many campus clubs/organizations are you involved in? ,"How many hours a week do you spend on all extracurriculars (work, clubs, research, sports, etc.)? ",Which Computer Science-related extracurricular activities have you participated in? (Select all that apply),"What are your favorite music genres? List them from most favorite to least favorite (e.g. rock, pop, country... put at least 3 genres, but there's no limit).","What does music make you feel like? Your response should be limited to 5 single words separated by commas (e.g. awesome, relaxed, happy, calm, fun).","How much do you go out of your way to find new music? [1 to 5; 1 is ""I am comfortable with my music as is""; 3 is ""I have a 50-50 mix of listening to familiar music and new music""; 5 is ""I mostly listen to new music""]"
10/29/2024 19:07:34,CS111,Junior,Yes,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential","N/A, I have never thought about changing my major.",3.67 - 4.0,18 - 20,66,Asian,Male,"Second Generation Student, In-State Student",1,Game Development,"Machine Learning, Data Mining, NLP, AI",4 - 6 hours,2 - 3 hours,"0, I don't go to the gym",5,3,"Wearing masks, Hand washing, Social distancing, Vaccination",0 - 15 minutes,3 - 5 hours,6 - 7 hours,7 - 8 hours,2,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),4,3,I don't consume them at all,None,0 oz,House,4,Family,Family,Decreased slightly,Virtual meetups,"0 hours, I don't cook or prep meals","0 times, I don't eat out","$0, I don't eat out","Transportation (gas, car maintenance, public transit)",3,No food allergies,"N/A, I don't donate blood",Nothing,Car,15,23,5 days,0 - 2,17,0 - 1 lectures,Rarely,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Not very stressed,"N/A, I don't have to work",4,80+ mins,Rarely,Never,Neutral,Seldom,Somewhat,4 - 6,Fall,None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",3,Web development/App Design,"Gaming, Art (Music, Dance, Creative art)","Gaming, Tech and DIY (coding, woodworking, home improvement, electronics)",10,0,11 - 15 hours,Coding Competitions,"Pop, indie, country","happy,inspired,motivated,sad,groovy",2
10/29/2024 19:19:06,CS111,Junior,No,Mathematics major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential",I changed my major from CS to Math with CS minor because math was more enjoyable,3.67 - 4.0,20 - 22,72,Hispanic or Latino,Male,"Second Generation Student, In-State Student",2 - 3,Not sure,Not sure,<= 3 hours,2 - 3 hours,1 - 2 times,4,2,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,1 - 3 hours,9 - 10 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),3,1,I don't consume them at all,None,0 oz,House,5,Family,Family,Increased slightly,Virtual meetups,"0 hours, I don't cook or prep meals",1 - 2 times,$25 - $30,"Transportation (gas, car maintenance, public transit)",1,No food allergies,"N/A, I don't donate blood",Inconvenience of time,Car,20,45,3 - 4 days,3 - 5,16,2 - 3 lectures,Rarely,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Strongly agree,4,60 - 80 mins,Rarely,Rarely,Disagree,Never,Not At All,1 - 3,Winter,ChatGPT,Rarely/Never,"Personal Use, Summarizing an assignment (break down concepts, outline problems, etc.)",2,Gaming,Gaming,"Gaming, Tech and DIY (coding, woodworking, home improvement, electronics)",0,0,6 - 10 hours,None - I have not participated in such activities,"Metal, rock, rap, edm","happy, excited, motivated",3
10/29/2024 19:22:18,CS111,Senior,No,CSBA major,"Enjoyment of coding, programming, and building applications",I wanted a major that aligns better with my personal values or lifestyle.,3.34 - 3.66,18 - 20,69 inches,White,Male,Second Generation Student,2 - 3,Cybersecurity,Game Development,4 - 6 hours,More than 5+ hours,More than 6 times,2,5,"Wearing masks, Hand washing, Social distancing, Vaccination",60+ minutes,3 - 5 hours,9 - 10 hours,0 - 3 hours,1,2 - 3 liters (about 68-102 oz),Never,4,2,I don't consume them at all,None,0 oz,Apartment,4,Neither,Family,No change,None,1 - 2 hours,1 - 2 times,More than $40,Entertainment,2,"Milk, Eggs, Shellfish, Tree nuts, Peanuts, Wheat, Soybeans, im not allergic but I do have bad stomach problems and can't eat most foods",Convenience of locations,Nothing,skateboard,1 mile,6-9 minutes,More than 5 days (Weekend classes/clubs/meetings),More than 8,14,6+ lectures,Often,Individually,16 - 20 hours,"Reviewing lectures, Writing notes",Very stressed,"N/A, I don't have to work",2,0 - 20 mins,Often,Sometimes,Neutral,Occasionally,I'm Not Sure,1 - 3,Spring,ChatGPT,Everyday,"Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",7,Playing musical instruments,"Gaming, Playing/Doing some kind of sport or martial art, Art (Music, Dance, Creative art)","Gaming, Playing/Doing some kind of sport or martial art, Music and Performing Arts (playing instruments, singing, acting, dancing)",10-20 hours a week,1,20+ hours,hackathons,classical music only,"relaxed, entertained, focussed, sad, moody",1
10/29/2024 19:25:08,CS105,Junior,No,Data Science major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Strong job prospects and high earning potential",I found the coursework too challenging or overwhelming.,3.67 - 4.0,18 - 20,67,Hispanic or Latino,Male,"First Generation Student, In-State Student",2 - 3,Data Science,"Machine Learning, Data Mining, NLP, AI",<= 3 hours,4 - 5 hours,3 - 4 times,3,2,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,8 - 9 hours,7 - 8 hours,2,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),4,2,I don't consume them at all,None,0 oz,Apartment,2,Friends,Family,Decreased significantly,"Virtual meetups, Social media",3 - 4 hours,1 - 2 times,$25 - $30,"Transportation (gas, car maintenance, public transit)",3,No food allergies,"N/A, I don't donate blood",Nothing,Don’t commute.,0,0,0 days (I do not commute to school),3 - 5,16,0 - 1 lectures,Rarely,Individually,0 - 5 hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,Agree,4,20 - 40 mins,Sometimes,Never,Agree,More than once a week,Somewhat,7 or more,Fall,ChatGPT,A couple times a week,"Assignments, Help with Studying, Personal Use, Summarizing an assignment (break down concepts, outline problems, etc.)",8,Playing musical instruments,Playing/Doing some kind of sport or martial art,"Playing/Doing some kind of sport or martial art, Music and Performing Arts (playing instruments, singing, acting, dancing)",6,0,11 - 15 hours,None - I have not participated in such activities,"Rap, R&B, Dance","Happy,calm,fun,sad,aggressive",3
10/29/2024 19:25:43,CS105,Junior,Yes,CS major,"Interest in technology and problem-solving, Strong job prospects and high earning potential",I realized I’m more passionate about another field.,2.00 - 2.49,26+,75,Hispanic or Latino,Male,"First Generation Student, In-State Student",1,Software Engineering,Cybersecurity,<= 3 hours,0 -1 hours,"0, I don't go to the gym",4,2,"Wearing masks, Hand washing, Vaccination",30 - 45 minutes,3 - 5 hours,6 - 7 hours,6 - 7 hours,3,3 - 4 liters (about 102-135 oz),Every day,4,4,I don't consume them at all,None,0 oz,House,3,Friends,Friends,Decreased slightly,Virtual meetups,5 - 6 hours,3 - 4 times,More than $40,"Housing (rent/mortgage, utilities)",4,No food allergies,"N/A, I don't donate blood",Nothing,Car,13,25,3 - 4 days,0 - 2,9,0 - 1 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,3,40 - 60 mins,Never,Rarely,Agree,Seldom,Not At All,1 - 3,Fall,ChatGPT,Sometimes,"Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",2,none,"Gaming, Reading, Cooking",Cooking and Baking,2,0,0 - 5 hours,None - I have not participated in such activities,"hip hip, rock, country",I space out,2
10/29/2024 19:26:14,CS111,Junior,No,CEN or EE major,Interest in technology and problem-solving,I found the coursework too challenging or overwhelming.,2.50 - 2.99,20 - 22,5'11,Asian,Male,First Generation Student,2 - 3,Not sure,Game Development,4 - 6 hours,0 -1 hours,"0, I don't go to the gym",2,3,"Wearing masks, Hand washing",15 - 30 minutes,1 - 3 hours,6 - 7 hours,6 - 7 hours,2,2 - 3 liters (about 68-102 oz),Occasionally (1 - 3 times a week),3,3,I don't consume them at all,Tea,Less than 12 oz (about 1 cup),House,4,Friends,Family,Increased significantly,"Virtual meetups, Social media","0 hours, I don't cook or prep meals",1 - 2 times,$15 - $20,I am not sure.,3,No food allergies,"N/A, I don't donate blood",Nothing,Walk,About 0.4 miles,10-20 minutes of walking,5 days,3 - 5,13,0 - 1 lectures,Often,Individually,6 - 10 hours,"Reviewing lectures, Writing notes, Group studying",Somewhat stressed,Disagree,3,40 - 60 mins,Rarely,Rarely,Agree,Occasionally,Moderately,"N/A, I haven't applied to any jobs/internships","N/A, I haven't applied to any jobs/internships",ChatGPT,Sometimes,"Help with Studying, Personal Use",7,Build plastic models,"Gaming, Reading, Art (Music, Dance, Creative art)","Gaming, Reading, Creative Arts (painting, drawing, crafting, photography, writing)",Around 1-2 hours,1,0 - 5 hours,None - I have not participated in such activities,"J-pop, eurobeat, show/movie soundtracks","Relaxed, calm, fun, happy, free",3
10/29/2024 19:37:58,CS111,Junior,Yes,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications",I found the coursework too challenging or overwhelming.,Prefer not to say,20 - 22,70,"White, Native Hawaiian or Other Pacific Islander",Male,In-State Student,1,Software Engineering,Cybersecurity,<= 3 hours,More than 5+ hours,1 - 2 times,2,3,None,0 - 15 minutes,Less than 1 hour,7 - 8 hours,5 - 6 hours,2,1 - 2 liters (about 34-68 oz),Occasionally (1 - 3 times a week),4,1,Multiple times per week,Energy drink,Less than 12 oz (about 1 cup),House,5,Family,Family,Increased significantly,"Virtual meetups, Social media",1 - 2 hours,3 - 4 times,$25 - $30,"Transportation (gas, car maintenance, public transit)",2,No food allergies,"N/A, I don't donate blood",Nothing,Car,13,25-35,3 - 4 days,0 - 2,13,0 - 1 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes, Mnemonics",Very stressed,Strongly agree,3,40 - 60 mins,Often,Rarely,Strongly agree,More than once a week,Not At All,7 or more,Summer,ChatGPT,A couple times a week,"Assignments, Help with Studying, Error-finding (spelling, debugging, etc.)",7,Cars,"Gaming, Knitting/Sewing, engaging in some kind of handmade craft","Gaming, Knitting/Sewing, engaging in some kind of handmade craft",3-6,0,6 - 10 hours,Coding Competitions,"Rock, alternative, indie, j-pop","Excited, motivated, calming, relaxing",2
10/29/2024 19:40:22,CS111,Junior,No,CEN or EE major,Interest in technology and problem-solving,I wanted a major that aligns better with my personal values or lifestyle.,2.50 - 2.99,20 - 22,70,Black,Male,First Generation Student,1,Software Engineering,Networks,<= 3 hours,0 -1 hours,1 - 2 times,5,2,"Wearing masks, Vaccination",0 - 15 minutes,Less than 1 hour,7 - 8 hours,6 - 7 hours,3,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),3,2,Once per week,"Coffee, Energy drink",0 oz,Apartment,2,Family,Family,No change,Social media,1 - 2 hours,3 - 4 times,$35 - $40,Groceries/Food,2,none,"N/A, I don't donate blood",Nothing,Walk,1,15,5 days,6 - 8,16,2 - 3 lectures,Often,Group-study,0 - 5 hours,"Writing notes, Group studying",Somewhat stressed,Strongly agree,3,20 - 40 mins,Sometimes,Never,Strongly agree,Weekly to biweekly,Not At All,7 or more,Fall,ChatGPT,A couple times a week,"Help with Studying, Error-finding (spelling, debugging, etc.)",1,Web development/App Design,Gaming,"Gaming, Tech and DIY (coding, woodworking, home improvement, electronics)",8,3+,0 - 5 hours,"Coding Competitions, Cybersecurity Competitions, Game Development Clubs/Competitions","rock, pop, metal","fun, neat",2
10/29/2024 19:49:54,"CS105, CS111",Junior,Yes,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Enjoyment of coding, programming, and building applications, Encouragement or advice from family members, mentors, or educators, Pressure from family members","I realized I’m more passionate about another field., I found the coursework too challenging or overwhelming., The current major isn’t meeting my career goals.",Less than 2.0,22 - 24,"5,11",Asian,Male,International Student,2 - 3,Software Engineering,Game Development,<= 3 hours,0 -1 hours,5 - 6 times,1,2,"Wearing masks, Hand washing, Social distancing, Vaccination",60+ minutes,3 - 5 hours,7 - 8 hours,5 - 6 hours,3,2 - 3 liters (about 68-102 oz),Every day,3,2,Multiple times per week,Energy drink,25-48 oz (2 - 4 cups),House,8,Neither,Both friends and family,Decreased significantly,"Virtual meetups, Social media",3 - 4 hours,1 - 2 times,$25 - $30,Tuition,5,"Shellfish, Tree nuts","N/A, I don't donate blood",Fear of contracting a disease,Car,8,16,3 - 4 days,0 - 2,12,0 - 1 lectures,Rarely,Individually,20+ hours,"Reviewing lectures, Writing notes",Very stressed,"N/A, I don't have to work",3,20 - 40 mins,Sometimes,Often,Neutral,More than once a week,Moderately,0,Fall,ChatGPT,Everyday,"Help with Studying, Research-related cases",7,Reading Books,"Gaming, Playing/Doing some kind of sport or martial art","Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",2,3+,0 - 5 hours,Computer Science Club,rap,relaxed,3
10/29/2024 19:59:24,CS111,Junior,No,CS major,"Interest in technology and problem-solving, Fascination with data analysis and decision-making, Strong job prospects and high earning potential, Encouragement or advice from family members, mentors, or educators",I found the coursework too challenging or overwhelming.,3.67 - 4.0,20 - 22,63,Asian,Female,Second Generation Student,2 - 3,Data Science,Cybersecurity,<= 3 hours,0 -1 hours,1 - 2 times,3,3,"Hand washing, Social distancing, Vaccination",0 - 15 minutes,3 - 5 hours,6 - 7 hours,4 - 5 hours,2,1 - 2 liters (about 34-68 oz),Rarely (once a month or less),3,3,Multiple times per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),Apartment,4,Neither,Family,Increased slightly,"Virtual meetups, Outdoor activities",5 - 6 hours,1 - 2 times,$15 - $20,I am not sure.,3,No food allergies,"N/A, I don't donate blood",Inconvenience of locations,Scooter,0,5,3 - 4 days,3 - 5,17,0 - 1 lectures,Often,Individually,11 - 15 hours,"Writing notes, Group studying",Somewhat stressed,Strongly Disagree,4,20 - 40 mins,Sometimes,Sometimes,Agree,Occasionally,Very Strongly,1 - 3,Spring,ChatGPT,A couple times a week,"Error-finding (spelling, debugging, etc.), Summarizing an assignment (break down concepts, outline problems, etc.)",5,Solving logic puzzles,"Gaming, Reading, Cooking, Playing/Doing some kind of sport or martial art, Knitting/Sewing, engaging in some kind of handmade craft, Art (Music, Dance, Creative art)","Gaming, Cooking and Baking, Playing/Doing some kind of sport or martial art, Knitting/Sewing, engaging in some kind of handmade craft, Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",1,2,0 - 5 hours,"Computer Science Club, Tech-related volunteer work or internships","Kpop, indie, pop","relaxed, calm, happy, focused, driven",3
10/29/2024 20:03:44,CS111,Junior,No,CS major,"Enjoyment of coding, programming, and building applications, Strong job prospects and high earning potential, Pressure from family members, One or more of my family members or friends work in this area",I wanted a major that aligns better with my personal values or lifestyle.,3.67 - 4.0,18 - 20,66,Asian,Male,In-State Student,2 - 3,Software Engineering,Algorithms,4 - 6 hours,2 - 3 hours,"0, I don't go to the gym",2,3,"Wearing masks, Social distancing, Vaccination",30 - 45 minutes,3 - 5 hours,8 - 9 hours,7 - 8 hours,3,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),2,2,I don't consume them at all,None,0 oz,Apartment,4,Neither,Family,Decreased slightly,None,"0 hours, I don't cook or prep meals",5 - 6 times,More than $40,I am not sure.,2,No food allergies,"N/A, I don't donate blood",Nothing,Scooter,1,10,0 days (I do not commute to school),More than 8,14,0 - 1 lectures,Never,Individually,0 - 5 hours,"Reviewing lectures, Writing notes",Somewhat stressed,Agree,2,0 - 20 mins,Always,Rarely,Agree,Seldom,Somewhat,7 or more,Fall,None; I don’t use any AI tools,Rarely/Never,"N/A, I don't use AI LLMs",3,Reading Books,"Gaming, Reading, Art (Music, Dance, Creative art)","Gaming, Reading, Creative Arts (painting, drawing, crafting, photography, writing), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",7,0,6 - 10 hours,"Coding Competitions, Cybersecurity Competitions, Game Development Clubs/Competitions","experimental pop, electropop, indie pop","euphoric, cathartic, fun, playful, melancholic",3
10/29/2024 20:22:11,CS111,Junior,Yes,CEN or EE major,"N/A, I am neither a CS or DS major/minor","N/A, I have never thought about changing my major.",3.34 - 3.66,20 - 22,5’8,Hispanic or Latino,Male,First Generation Student,2 - 3,Algorithms,Not sure,<= 3 hours,2 - 3 hours,"0, I don't go to the gym",1,2,"Wearing masks, Hand washing, Social distancing, Vaccination",30 - 45 minutes,1 - 3 hours,8 - 9 hours,6 - 7 hours,2,3 - 4 liters (about 102-135 oz),Occasionally (1 - 3 times a week),2,2,Multiple times per week,Coffee,25-48 oz (2 - 4 cups),House,6,Family,Both friends and family,No change,Social media,1 - 2 hours,5 - 6 times,$25 - $30,"Transportation (gas, car maintenance, public transit)",3,No food allergies,Incentives,Nothing,Car,27,30,More than 5 days (Weekend classes/clubs/meetings),0 - 2,16,2 - 3 lectures,Very often,Individually,16 - 20 hours,"Writing notes, Pomodoro, Mind mapping",Very stressed,Strongly agree,4,60 - 80 mins,Rarely,Rarely,Neutral,Weekly to biweekly,Very Strongly,7 or more,Spring,ChatGPT,Everyday,"Personal Use, Error-finding (spelling, debugging, etc.)",1,Competitive coding,"Gaming, Skateboarding ","Tech and DIY (coding, woodworking, home improvement, electronics), Intellectual Pursuits (reading, puzzles, learning new languages, studying history)",6,1,16 - 20 hours,"Highlander space program, CCC","ambient, reggae , rap","Calm, amped ,relaxed , attentive, distracted ",3
10/29/2024 21:04:09,CS105,Senior,No,CS major,Interest in technology and problem-solving,"I realized I’m more passionate about another field., I found the coursework too challenging or overwhelming., The current major isn’t meeting my career goals., I wanted a major that aligns better with my personal values or lifestyle.",Prefer not to say,22 - 24,70,Asian,Male,International Student,2 - 3,Not sure,Not sure,<= 3 hours,0 -1 hours,1 - 2 times,3,3,"Wearing masks, Hand washing, Social distancing, Vaccination",15 - 30 minutes,3 - 5 hours,9 - 10 hours,7 - 8 hours,3,1 - 2 liters (about 34-68 oz),Most days (4 - 6 times a week),2,2,Multiple times per week,Tea,Less than 12 oz (about 1 cup),Apartment,3,Neither,Neither,No change,Virtual meetups,5 - 6 hours,1 - 2 times,$35 - $40,I am not sure.,4,Milk,"N/A, I don't donate blood",Nothing,Walk,1,25,3 - 4 days,0 - 2,16,0 - 1 lectures,Often,Individually,11 - 15 hours,"Reviewing lectures, Writing notes",Very stressed,"N/A, I don't have to work",3,20 - 40 mins,Sometimes,Sometimes,Strongly disagree,Weekly to biweekly,Somewhat,4 - 6,Summer,ChatGPT,Everyday,"Assignments, Help with Studying, Personal Use, Error-finding (spelling, debugging, etc.)",6,Art (drawing and painting),"Gaming, Cooking",Gaming,8,1,0 - 5 hours,Coding Competitions,"jazz, j-pop, classic",calm,3
